date,description,expense/income,amount
2023-07-15,Amazon Purchase,Expense,4149.0
2023-05-11,Grocery Store,Expense,1296.0
2023-05-12,Freelance Payment,Income,63562.0
2023-01-04,Grocery Store,Expense,4457.0
2023-08-07,Interest Received,Income,30287.0
2023-12-15,Interest Received,Income,46118.0
2023-10-14,Cashback,Income,58524.0
2023-03-12,Freelance Payment,Income,62183.0
2023-02-21,Medical Store,Expense,1525.0
2023-03-24,Cashback,Income,16822.0
15-02-2023,Bonus,Income,67065.0
2023-11-11,Monthly Salary,Income,62513.0
2023-11-24,Monthly Salary,Income,32973.0
2023-11-03,Cashback,Income,14405.0
2023-01-01,Swiggy Order,Expense,5565.0
2023-07-27,Interest Received,Income,61792.0
2023-10-14,Monthly Salary,Income,47289.0
2023-08-21,Freelance Payment,Income,35496.0
2023-09-15,Interest Received,Income,19487.0
2023-05-09,Electricity Bill,Expense,4909.0
2023-12-15,Fuel Payment,Expense,3958.0
2023-07-15,,Income,18854.0
2023-06-30,Fuel Payment,Expense,3578.0
2023-12-11,Bonus,Income,62288.0
2023-04-22,Bonus,Income,56338.0
2023-09-13,Refund,Income,34925.0
2023-05-08,Freelance Payment,Income,36577.0
11-11-2023,Monthly Salary,Income,74574.0
2023-09-10,Medical Store,Expense,2783.0
2023-05-24,Electricity Bill,Expense,4387.0
04-10-2023,Movie Tickets,Expense,4118.0
2023-12-24,Bonus,Income,25776.0
2023-10-25,,Income,59732.0
2023-05-18,Bonus,Income,41082.0
2023-12-25,Interest Received,Income,64931.0
2023-10-22,Interest Received,Income,27188.0
2023-04-11,Fuel Payment,Expense,3320.0
2023-03-10,Swiggy Order,Expense,4292.0
2023-05-09,Netflix Subscription,Expense,2657.0
2023-05-11,Refund,Income,38241.0
2023-10-14,Freelance Payment,Income,57226.0
2023-11-07,Amazon Purchase,Expense,5767.0
2023-07-01,Bonus,Income,47304.0
2023-11-11,Interest Received,Income,59947.0
2023-08-04,Bonus,Income,54222.0
2023-04-27,Monthly Salary,Income,55039.0
2023-08-16,Grocery Store,Expense,2422.0
2023-03-27,Movie Tickets,Expense,3591.0
2023-04-18,Refund,Income,20494.0
2023-07-23,Interest Received,Income,13455.0
2023-07-19,Grocery Store,Expense,5564.0
29-03-2023,Refund,Income,79041.0
2023-10-04,Netflix Subscription,Expense,4027.0
2023-11-20,Refund,Income,69840.0
2023-09-04,Movie Tickets,Expense,3044.0
05-06-2023,Netflix Subscription,Expense,1475.0
01-10-2023,Bonus,Income,71498.0
2023-05-30,Medical Store,Expense,3726.0
2023-08-12,Fuel Payment,Expense,4792.0
15-05-2023,Interest Received,Income,38913.0
2023-05-26,Cashback,Income,45633.0
2023-03-11,Bonus,Income,33908.0
2023-04-07,Freelance Payment,Income,74486.0
2023-05-25,Monthly Salary,Income,23405.0
2023-09-10,Fuel Payment,Expense,320.0
2023-12-23,Interest Received,Income,70776.0
2023-02-06,Bonus,Income,61435.0
2023-03-04,Freelance Payment,Income,11653.0
2023-04-12,Medical Store,Expense,474.0
2023-06-09,Fuel Payment,Expense,5782.0
2023-03-04,Refund,Income,78278.0
2023-02-27,Monthly Salary,Income,38545.0
2023-07-22,,Income,25682.0
2023-07-10,Refund,Income,30315.0
2023-01-31,Refund,Income,17871.0
2023-06-12,Monthly Salary,Income,40497.0
2023-12-19,Medical Store,Expense,374.0
2023-10-14,Swiggy Order,Expense,3784.0
2023-08-28,Uber Ride,Expense,2851.0
2023-03-21,Movie Tickets,Expense,4551.0
2023-11-23,Medical Store,Expense,
2023-05-03,Grocery Store,Expense,5280.0
2023-10-10,Interest Received,Income,75214.0
04-12-2023,Freelance Payment,Income,78576.0
09-04-2023,Swiggy Order,Expense,4176.0
2023-01-26,Refund,Income,43546.0
2023-08-28,Bonus,Income,20480.0
2023-11-12,Interest Received,Income,17641.0
23-09-2023,Freelance Payment,Income,38298.0
2023-05-08,Fuel Payment,Expense,5581.0
2023-11-23,Movie Tickets,Expense,1064.0
2023-04-03,Amazon Purchase,Expense,1566.0
2023-06-30,Cashback,Income,68066.0
2023-06-15,Freelance Payment,Income,66438.0
2023-07-04,Cashback,Income,43303.0
02-11-2023,Refund,Income,47287.0
2023-04-20,Monthly Salary,Income,39083.0
2023-10-12,Refund,Income,77013.0
2023-05-16,Interest Received,Income,28141.0
2023-10-19,Freelance Payment,Income,62402.0
2023-12-26,Medical Store,Expense,5849.0
15-07-2023,Electricity Bill,Expense,4920.0
2023-08-02,Freelance Payment,Income,66925.0
2023-11-21,Refund,Income,11498.0
2023-06-17,Monthly Salary,Income,29605.0
2023-11-01,Refund,Income,68407.0
2023-02-12,Interest Received,Income,54062.0
2023-08-11,Electricity Bill,Expense,4310.0
2023-11-30,Cashback,Income,61815.0
2023-05-17,Cashback,Income,19390.0
2023-08-05,Monthly Salary,Income,64209.0
2023-06-06,Refund,Income,
2023-01-23,Interest Received,Income,67732.0
2023-02-27,Bonus,Income,21247.0
2023-01-08,Bonus,Income,47707.0
2023-04-18,Medical Store,Expense,
2023-12-22,Freelance Payment,Income,28526.0
29-03-2023,Refund,Income,43483.0
2023-02-04,Freelance Payment,Income,11092.0
2023-01-10,Refund,Income,24141.0
2023-06-11,Amazon Purchase,Expense,1015.0
2023-10-15,Bonus,Income,70029.0
2023-07-21,Cashback,Income,74216.0
2023-09-14,Freelance Payment,Income,40959.0
2023-10-12,Interest Received,Income,13862.0
2023-07-15,Interest Received,Income,21507.0
2023-03-20,Fuel Payment,Expense,4893.0
2023-12-01,Interest Received,Income,37100.0
2023-03-11,Bonus,Income,78656.0
2023-02-04,Grocery Store,Expense,2800.0
2023-01-16,Netflix Subscription,Expense,1392.0
2023-05-21,Amazon Purchase,Expense,5417.0
2023-11-07,Monthly Salary,Income,44978.0
2023-02-10,Refund,Income,
2023-04-05,Cashback,Income,59015.0
2023-01-08,Bonus,Income,63554.0
2023-04-01,Fuel Payment,Expense,741.0
2023-05-07,Medical Store,Expense,3948.0
2023-11-10,Amazon Purchase,Expense,3428.0
2023-09-24,Refund,Income,15047.0
2023-01-21,Bonus,Income,61853.0
2023-07-23,Monthly Salary,Income,67613.0
2023-01-28,Uber Ride,Expense,5222.0
2023-02-27,Medical Store,Expense,4301.0
2023-06-15,Cashback,Income,64206.0
2023-02-16,Refund,Income,69596.0
2023-02-16,Uber Ride,Expense,1212.0
2023-11-10,Cashback,Income,77065.0
2023-03-25,Bonus,Income,29672.0
2023-05-28,Interest Received,Income,68491.0
10-05-2023,Bonus,Income,
2023-05-02,Monthly Salary,Income,74679.0
2023-01-04,Medical Store,Expense,5116.0
2023-01-26,Cashback,Income,37215.0
2023-06-19,Bonus,Income,49117.0
2023-11-09,Bonus,Income,47274.0
2023-10-24,Movie Tickets,Expense,3930.0
2023-02-04,Freelance Payment,Income,59668.0
2023-05-21,Medical Store,Expense,5890.0
2023-10-20,Bonus,Income,24326.0
2023-08-07,Interest Received,Income,47642.0
2023-11-11,Cashback,Income,27001.0
2023-12-29,Interest Received,Income,40503.0
2023-04-17,Interest Received,Income,25456.0
19-04-2023,Netflix Subscription,Expense,5422.0
2023-10-09,Monthly Salary,Income,76412.0
2023-03-31,Freelance Payment,Income,13816.0
2023-11-27,Medical Store,Expense,491.0
2023-07-31,Cashback,Income,70616.0
2023-10-12,Cashback,Income,51353.0
2023-05-24,Freelance Payment,Income,29569.0
2023-04-06,Cashback,Income,61061.0
31-07-2023,Netflix Subscription,Expense,2424.0
2023-03-31,Electricity Bill,Expense,2676.0
2023-09-05,Zomato Order,Expense,404.0
2023-06-08,Interest Received,Income,78632.0
2023-04-16,Cashback,Income,27395.0
2023-01-23,Cashback,Income,50760.0
2023-09-24,Interest Received,Income,23513.0
2023-04-18,,Expense,5433.0
2023-05-20,Freelance Payment,Income,25420.0
2023-02-22,,Income,77378.0
2023-10-21,Bonus,Income,47128.0
08-03-2023,Freelance Payment,Income,16648.0
2023-07-20,Amazon Purchase,Expense,3693.0
2023-06-09,Refund,Income,56612.0
2023-10-18,Cashback,Income,71039.0
2023-12-17,Medical Store,Expense,2742.0
2023-05-13,Fuel Payment,Expense,5253.0
2023-08-21,Refund,Income,52567.0
2023-05-25,Interest Received,Income,32387.0
2023-06-16,Monthly Salary,Income,24022.0
2023-05-03,Interest Received,Income,64190.0
2023-12-22,Interest Received,Income,37294.0
2023-03-30,Netflix Subscription,Expense,2134.0
2023-10-31,Cashback,Income,24984.0
2023-02-05,Interest Received,Income,63188.0
05-12-2023,Amazon Purchase,Expense,5483.0
2023-03-17,Cashback,Income,10024.0
2023-04-16,Cashback,Income,35646.0
2023-06-26,Refund,Income,66980.0
31-05-2023,Cashback,Income,26718.0
2023-02-26,Swiggy Order,Expense,3142.0
2023-12-31,Grocery Store,Expense,2806.0
2023-04-07,Refund,Income,28228.0
2023-03-06,Amazon Purchase,Expense,5689.0
2023-12-03,,Income,73792.0
2023-11-06,Amazon Purchase,Expense,5896.0
2023-07-16,Interest Received,Income,68988.0
2023-12-31,Cashback,Income,41031.0
2023-10-18,Freelance Payment,Income,14963.0
2023-05-24,Refund,Income,78997.0
2023-12-17,Monthly Salary,Income,20234.0
2023-01-06,Swiggy Order,Expense,4582.0
2023-05-31,Refund,Income,56257.0
2023-02-01,Refund,Income,44136.0
2023-05-27,Refund,Income,13578.0
2023-05-21,Freelance Payment,Income,46827.0
2023-12-04,Bonus,Income,29809.0
2023-01-17,Fuel Payment,Expense,4520.0
2023-07-16,Bonus,Income,64125.0
2023-01-28,Bonus,Income,55229.0
2023-06-04,Uber Ride,Expense,4101.0
2023-07-19,Fuel Payment,Expense,5980.0
2023-07-15,Monthly Salary,Income,68827.0
2023-11-23,Swiggy Order,Expense,4552.0
2023-02-20,Electricity Bill,Expense,2387.0
2023-09-24,Refund,Income,35549.0
2023-01-05,Movie Tickets,Expense,
2023-04-23,Monthly Salary,Income,56073.0
2023-11-03,Cashback,Income,38419.0
2023-11-28,Grocery Store,Expense,5577.0
2023-12-05,Uber Ride,Expense,4025.0
2023-05-12,Freelance Payment,Income,52389.0
2023-05-13,Interest Received,Income,17872.0
2023-11-09,Interest Received,Income,36302.0
2023-11-11,Cashback,Income,38624.0
2023-10-20,Zomato Order,Expense,776.0
24-11-2023,,Expense,5548.0
22-10-2023,Bonus,Income,61292.0
2023-10-04,Medical Store,Expense,774.0
2023-06-20,Interest Received,Income,57044.0
2023-02-11,Refund,Income,54572.0
2023-07-16,Fuel Payment,Expense,522.0
07-09-2023,Monthly Salary,Income,57089.0
2023-10-31,Bonus,Income,13324.0
2023-08-19,Refund,Income,79984.0
2023-07-27,Freelance Payment,Income,15611.0
2023-03-18,Medical Store,Expense,4595.0
2023-08-30,Refund,Income,12498.0
20-11-2023,Refund,Income,32577.0
2023-02-24,Interest Received,Income,18383.0
2023-06-22,Monthly Salary,Income,65864.0
2023-10-22,Netflix Subscription,Expense,5804.0
21-06-2023,Bonus,Income,32734.0
2023-08-13,Bonus,Income,31627.0
2023-01-09,Refund,Income,30677.0
2023-08-02,,Income,47189.0
2023-05-19,Uber Ride,Expense,5441.0
2023-09-13,Cashback,Income,33593.0
2023-10-13,Freelance Payment,Income,10599.0
2023-04-23,Monthly Salary,Income,76524.0
2023-12-17,Monthly Salary,Income,29558.0
2023-01-28,Uber Ride,Expense,553.0
2023-01-23,Freelance Payment,Income,69394.0
2023-09-21,Bonus,Income,73577.0
2023-04-12,Grocery Store,Expense,3632.0
2023-05-02,Zomato Order,Expense,1003.0
06-09-2023,Fuel Payment,Expense,4993.0
2023-07-11,Cashback,Income,60768.0
2023-01-17,Electricity Bill,Expense,1242.0
2023-06-25,Interest Received,Income,32439.0
2023-10-23,Refund,Income,32273.0
2023-10-30,Movie Tickets,Expense,1973.0
2023-05-07,,Income,42329.0
2023-08-02,Cashback,Income,10665.0
2023-07-21,Cashback,Income,79615.0
2023-10-13,Medical Store,Expense,880.0
2023-05-03,Fuel Payment,Expense,2623.0
2023-10-20,Freelance Payment,Income,70199.0
2023-04-05,Bonus,Income,63131.0
18-11-2023,Refund,Income,
2023-12-24,Swiggy Order,Expense,2410.0
2023-01-29,Refund,Income,54000.0
2023-08-27,Swiggy Order,Expense,3194.0
2023-03-12,Cashback,Income,36832.0
2023-04-26,Interest Received,Income,37498.0
2023-07-10,Amazon Purchase,Expense,719.0
2023-12-14,Monthly Salary,Income,79717.0
2023-02-03,Netflix Subscription,Expense,5878.0
2023-02-09,Amazon Purchase,Expense,2562.0
2023-09-24,Interest Received,Income,36772.0
2023-08-31,Refund,Income,27305.0
2023-04-29,Freelance Payment,Income,12888.0
2023-09-06,Cashback,Income,52769.0
2023-03-09,Medical Store,Expense,4846.0
2023-01-25,Bonus,Income,47767.0
2023-04-04,Cashback,Income,47387.0
2023-01-22,Uber Ride,Expense,1157.0
2023-12-07,Freelance Payment,Income,14546.0
2023-06-04,Cashback,Income,79945.0
21-03-2023,Bonus,Income,51971.0
2023-08-31,Netflix Subscription,Expense,2621.0
2023-08-15,Grocery Store,Expense,4830.0
07-06-2023,Monthly Salary,Income,25319.0
2023-11-08,Freelance Payment,Income,17213.0
2023-10-03,Freelance Payment,Income,20956.0
2023-06-12,Movie Tickets,Expense,4217.0
2023-08-07,Refund,Income,29391.0
15-10-2023,Freelance Payment,Income,68402.0
2023-03-25,Amazon Purchase,Expense,2564.0
03-11-2023,Amazon Purchase,Expense,5010.0
2023-10-30,Cashback,Income,18665.0
2023-12-30,Freelance Payment,Income,70570.0
2023-01-22,Amazon Purchase,Expense,4218.0
25-04-2023,Interest Received,Income,70745.0
2023-03-05,Refund,Income,71936.0
06-05-2023,Medical Store,Expense,5482.0
2023-10-25,Zomato Order,Expense,3163.0
2023-07-11,Refund,Income,25674.0
2023-06-13,Bonus,Income,29154.0
2023-11-22,Swiggy Order,Expense,3636.0
2023-09-21,Cashback,Income,20069.0
2023-06-11,Cashback,Income,52284.0
2023-06-30,Netflix Subscription,Expense,4951.0
2023-06-24,Freelance Payment,Income,64000.0
2023-10-14,Cashback,Income,34696.0
2023-02-28,Movie Tickets,Expense,5952.0
2023-06-28,Uber Ride,Expense,4128.0
2023-03-30,Cashback,Income,54832.0
2023-12-19,Bonus,Income,28659.0
09-02-2023,Monthly Salary,Income,24643.0
31-10-2023,Bonus,Income,77302.0
2023-02-19,Monthly Salary,Income,11346.0
15-01-2023,Fuel Payment,Expense,3079.0
2023-09-14,Grocery Store,Expense,1515.0
2023-09-28,Monthly Salary,Income,11832.0
2023-02-20,Cashback,Income,
2023-04-05,Medical Store,Expense,5028.0
2023-04-20,Netflix Subscription,Expense,3674.0
2023-09-24,Freelance Payment,Income,24459.0
2023-06-17,Movie Tickets,Expense,873.0
2023-04-26,Refund,Income,68190.0
2023-12-14,Bonus,Income,72347.0
2023-09-25,Refund,Income,67417.0
28-03-2023,Interest Received,Income,23332.0
2023-03-04,Grocery Store,Expense,3511.0
2023-11-26,Refund,Income,45779.0
2023-05-23,Interest Received,Income,77032.0
16-01-2023,Interest Received,Income,27643.0
2023-04-02,Refund,Income,
2023-12-05,Grocery Store,Expense,826.0
2023-09-09,Fuel Payment,Expense,4278.0
2023-08-09,Cashback,Income,14141.0
2023-01-17,Interest Received,Income,14716.0
2023-06-09,Uber Ride,Expense,1301.0
2023-09-01,Refund,Income,71580.0
2023-11-12,Freelance Payment,Income,59518.0
2023-01-24,Swiggy Order,Expense,
2023-11-17,Cashback,Income,
2023-12-05,Freelance Payment,Income,17398.0
2023-06-06,Monthly Salary,Income,18585.0
2023-10-18,Monthly Salary,Income,65374.0
2023-06-12,,Income,12914.0
2023-06-22,Interest Received,Income,36988.0
2023-08-12,Uber Ride,Expense,3176.0
2023-05-28,Monthly Salary,Income,38059.0
24-10-2023,Bonus,Income,22053.0
2023-06-27,Cashback,Income,37490.0
2023-06-10,Electricity Bill,Expense,4623.0
2023-01-10,Interest Received,Income,33671.0
2023-05-18,Interest Received,Income,71249.0
2023-09-25,Interest Received,Income,17848.0
2023-08-11,Refund,Income,49357.0
2023-05-27,Fuel Payment,Expense,2386.0
09-04-2023,Interest Received,Income,29655.0
2023-08-05,Medical Store,Expense,3772.0
2023-05-23,Bonus,Income,
2023-01-29,Refund,Income,12609.0
2023-07-06,Monthly Salary,Income,63347.0
2023-09-14,Uber Ride,Expense,4877.0
2023-05-02,Cashback,Income,21829.0
2023-08-05,Grocery Store,Expense,2132.0
29-10-2023,Freelance Payment,Income,43332.0
2023-09-01,Monthly Salary,Income,65545.0
07-06-2023,Uber Ride,Expense,3212.0
2023-05-03,Swiggy Order,Expense,5701.0
2023-10-01,Refund,Income,25997.0
04-06-2023,Amazon Purchase,Expense,2293.0
2023-08-13,Fuel Payment,Expense,1512.0
2023-02-11,Amazon Purchase,Expense,2444.0
2023-08-05,Amazon Purchase,Expense,2925.0
2023-08-04,Electricity Bill,Expense,3082.0
2023-11-25,Medical Store,Expense,626.0
2023-04-13,Bonus,Income,
2023-11-01,Bonus,Income,27051.0
2023-05-14,Medical Store,Expense,1293.0
2023-07-08,Freelance Payment,Income,64328.0
2023-10-13,Grocery Store,Expense,388.0
2023-01-26,Interest Received,Income,32119.0
2023-10-18,Monthly Salary,Income,32298.0
2023-03-02,Medical Store,Expense,4248.0
2023-07-15,Freelance Payment,Income,74771.0
2023-08-03,Electricity Bill,Expense,1751.0
2023-11-13,,Expense,2129.0
2023-08-29,Refund,Income,11352.0
2023-12-29,Refund,Income,60265.0
2023-05-01,Cashback,Income,53628.0
2023-01-03,Refund,Income,15965.0
14-10-2023,Interest Received,Income,27332.0
09-03-2023,Interest Received,Income,71352.0
2023-03-07,Electricity Bill,Expense,561.0
2023-05-15,Netflix Subscription,Expense,2517.0
2023-06-11,Netflix Subscription,Expense,1551.0
2023-01-28,Cashback,Income,67670.0
2023-08-12,Interest Received,Income,71228.0
2023-09-06,Medical Store,Expense,4794.0
2023-04-15,Bonus,Income,22265.0
2023-10-26,Cashback,Income,37839.0
2023-05-07,Bonus,Income,20070.0
2023-03-04,Swiggy Order,Expense,5775.0
2023-08-24,Freelance Payment,Income,20625.0
2023-06-18,Electricity Bill,Expense,247.0
2023-03-08,Netflix Subscription,Expense,4862.0
2023-10-08,Freelance Payment,Income,19269.0
15-02-2023,Bonus,Income,62286.0
2023-03-03,Interest Received,Income,30202.0
2023-03-09,Electricity Bill,Expense,5143.0
2023-09-01,Bonus,Income,60867.0
2023-08-11,Interest Received,Income,34426.0
2023-09-11,Interest Received,Income,30325.0
2023-06-03,Interest Received,Income,72601.0
19-10-2023,Bonus,Income,48729.0
2023-02-18,Monthly Salary,Income,64135.0
15-09-2023,Netflix Subscription,Expense,869.0
2023-02-12,Uber Ride,Expense,570.0
2023-11-16,Medical Store,Expense,3885.0
2023-11-06,Bonus,Income,20252.0
01-03-2023,Swiggy Order,Expense,
2023-09-07,Amazon Purchase,Expense,5130.0
2023-03-06,Amazon Purchase,Expense,917.0
2023-04-18,Refund,Income,13514.0
2023-02-14,Refund,Income,35023.0
2023-12-26,Monthly Salary,Income,29978.0
2023-04-14,,Income,41801.0
2023-11-19,Netflix Subscription,Expense,
2023-01-19,Interest Received,Income,48112.0
2023-04-29,Cashback,Income,73950.0
2023-11-28,Freelance Payment,Income,45107.0
2023-01-11,Refund,Income,67177.0
2023-10-28,Medical Store,Expense,1999.0
2023-05-31,Refund,Income,27191.0
2023-08-30,Refund,Income,57219.0
2023-12-08,Electricity Bill,Expense,906.0
2023-09-10,Interest Received,Income,64523.0
2023-07-02,Monthly Salary,Income,44184.0
2023-06-22,Cashback,Income,18344.0
2023-07-01,Bonus,Income,54606.0
2023-11-06,Uber Ride,Expense,4422.0
2023-02-24,Medical Store,Expense,1108.0
2023-09-17,Monthly Salary,Income,15501.0
2023-12-29,Freelance Payment,Income,48289.0
2023-06-21,Monthly Salary,Income,57675.0
2023-05-06,Interest Received,Income,10863.0
2023-08-01,Bonus,Income,58815.0
2023-03-12,Movie Tickets,Expense,2069.0
2023-12-16,Interest Received,Income,77653.0
05-02-2023,Monthly Salary,Income,77809.0
2023-01-19,Bonus,Income,61546.0
2023-06-01,Monthly Salary,Income,78128.0
26-06-2023,Electricity Bill,Expense,2769.0
2023-11-26,Bonus,Income,68482.0
2023-11-29,Refund,Income,55252.0
2023-03-06,Monthly Salary,Income,61117.0
2023-06-24,Cashback,Income,78332.0
2023-05-04,,Income,43907.0
2023-07-10,Cashback,Income,17857.0
2023-06-02,Refund,Income,68816.0
2023-11-01,Bonus,Income,79899.0
2023-07-13,Refund,Income,28346.0
21-08-2023,Cashback,Income,57352.0
2023-03-08,Zomato Order,Expense,3680.0
2023-07-22,Cashback,Income,78019.0
2023-08-02,Interest Received,Income,74165.0
2023-09-28,Refund,Income,77264.0
2023-03-02,Refund,Income,58409.0
2023-03-20,Cashback,Income,78521.0
2023-03-14,Freelance Payment,Income,28726.0
2023-04-04,Freelance Payment,Income,38256.0
2023-08-02,Freelance Payment,Income,15856.0
2023-11-07,Freelance Payment,Income,72289.0
16-06-2023,Interest Received,Income,29527.0
2023-06-23,Interest Received,Income,61825.0
29-12-2023,Electricity Bill,Expense,1556.0
2023-11-26,Freelance Payment,Income,26224.0
2023-04-07,Cashback,Income,78387.0
2023-04-03,,Income,79711.0
2023-02-13,Refund,Income,68226.0
2023-06-24,Monthly Salary,Income,13049.0
2023-02-28,Freelance Payment,Income,21930.0
2023-03-20,Bonus,Income,21747.0
2023-01-14,Cashback,Income,33784.0
2023-05-13,Bonus,Income,52495.0
2023-10-28,Fuel Payment,Expense,5090.0
2023-08-26,Monthly Salary,Income,51724.0
2023-05-18,,Income,12440.0
2023-06-05,Cashback,Income,26458.0
2023-07-11,Cashback,Income,28660.0
22-01-2023,Interest Received,Income,69210.0
01-01-2023,Freelance Payment,Income,31939.0
2023-06-29,Electricity Bill,Expense,3314.0
03-06-2023,Freelance Payment,Income,19166.0
2023-04-18,Movie Tickets,Expense,3738.0
2023-08-20,Netflix Subscription,Expense,5997.0
18-06-2023,Fuel Payment,Expense,5111.0
2023-01-05,Swiggy Order,Expense,235.0
03-10-2023,Refund,Income,61483.0
2023-08-16,Movie Tickets,Expense,5701.0
2023-12-23,Cashback,Income,33224.0
2023-01-11,Bonus,Income,39035.0
2023-11-17,Fuel Payment,Expense,5225.0
2023-05-24,Medical Store,Expense,501.0
2023-07-22,Swiggy Order,Expense,5430.0
2023-02-03,Bonus,Income,33006.0
2023-05-21,Grocery Store,Expense,4485.0
2023-10-14,Movie Tickets,Expense,5776.0
2023-06-15,Refund,Income,16797.0
2023-09-22,Movie Tickets,Expense,3161.0
2023-08-18,Electricity Bill,Expense,4561.0
2023-12-20,Cashback,Income,39573.0
